round_client,layer,A_norm,B_norm,Var_Balpha,Var_betaA,Var_ba,Total_Var,mean_orig_update,mean_noisy_update,mean_update_diff
round_79_client_6,base_model.model.model.layers.30.self_attn.v_proj_stats,4.954785346984863,4.962212085723877,37.87766732572566,37.76437227758854,75.72079072395724,151.36283032727144,1.875021951036615e-07,2.999535213632498e-07,1.1245129186931991e-07
round_79_client_6,base_model.model.model.layers.27.self_attn.q_proj_stats,4.972651481628418,4.966193199157715,37.93846915285605,38.03720742451961,75.72079072395724,151.6964673013329,-1.3762647910198211e-08,-3.245036850785255e-08,-1.868771320800988e-08
round_79_client_6,base_model.model.model.layers.11.self_attn.v_proj_stats,4.946461200714111,4.955248832702637,37.77143779692755,37.63758894628282,75.72079072395724,151.1298174671676,-1.4178297647049476e-07,-1.682613138598299e-08,1.249567732486412e-07
round_79_client_6,base_model.model.model.layers.9.self_attn.v_proj_stats,4.977943420410156,4.967830181121826,37.96348421887312,38.11820955444916,75.72079072395724,151.80248449727952,-2.161615242357584e-07,-2.4330266832350846e-07,-2.714119560209838e-08
round_79_client_6,base_model.model.model.layers.4.self_attn.q_proj_stats,4.960577964782715,4.963072299957275,37.89080087671892,37.85272421704024,75.72079072395724,151.4643158177164,1.4365004119554214e-07,7.686061771039476e-08,-6.678939755033753e-08
round_79_client_6,base_model.model.model.layers.6.self_attn.q_proj_stats,4.9587225914001465,4.95983362197876,37.841365343457966,37.8244138856823,75.72079072395724,151.3865699530975,-4.1585803955968004e-07,-3.477198325185782e-07,6.81381824563232e-08
round_79_client_6,base_model.model.model.layers.9.self_attn.q_proj_stats,4.958571434020996,4.9716877937316895,38.022465814481656,37.82210790787339,75.72079072395724,151.5653644463123,1.208076696457283e-07,1.6127983101910104e-07,4.047214730462656e-08
round_79_client_6,base_model.model.model.layers.10.self_attn.v_proj_stats,4.958822727203369,4.954420566558838,37.75881191694848,37.82594154375914,75.72079072395724,151.30554418466485,-3.1573193837175495e-08,-1.0088154724030574e-07,-6.93083467950828e-08
round_79_client_6,base_model.model.model.layers.22.self_attn.v_proj_stats,4.967883110046387,4.947038650512695,37.6463770822358,37.96429317450294,75.72079072395724,151.33146098069597,3.5949213383901224e-08,-5.650635884535404e-08,-9.245557407666638e-08
round_79_client_6,base_model.model.model.layers.22.self_attn.q_proj_stats,4.9737868309021,4.956518173217773,37.790791399025366,38.054578618142195,75.72079072395724,151.5661607411248,-1.6421250847997726e-07,-2.0059983150133575e-07,-3.6387278612437514e-08
round_79_client_6,base_model.model.model.layers.11.self_attn.q_proj_stats,4.955848693847656,4.963657855987549,37.89974231236801,37.780583246574125,75.72079072395724,151.40111628289938,-1.4624794175688294e-07,-1.456078629047397e-07,6.400399144013136e-10
round_79_client_6,base_model.model.model.layers.7.self_attn.v_proj_stats,4.941765308380127,4.968981742858887,37.98108641587051,37.56616084294142,75.72079072395724,151.26803798276916,-1.1213580819458002e-07,-4.5323670576635774e-08,6.681223219118237e-08
round_79_client_6,base_model.model.model.layers.2.self_attn.q_proj_stats,4.975444316864014,4.954073429107666,37.75352086894166,38.079945784717836,75.72079072395724,151.55425737761675,-6.296832566476951e-08,-3.263042508194758e-08,3.033791998063862e-08
round_79_client_6,base_model.model.model.layers.18.self_attn.q_proj_stats,4.963973045349121,4.976132869720459,38.09048629851844,37.904555687986935,75.72079072395724,151.71583271046262,-9.980621484828589e-08,-6.874158778202855e-08,3.1064638008615474e-08
round_79_client_6,base_model.model.model.layers.20.self_attn.v_proj_stats,4.959845066070557,4.978389739990234,38.12504517491665,37.84153997050852,75.72079072395724,151.6873758693824,1.2877802646471537e-07,2.0389818615740295e-08,-1.083882359864674e-07
round_79_client_6,base_model.model.model.layers.13.self_attn.q_proj_stats,4.966259479522705,4.963779926300049,37.901606457887496,37.93948183692287,75.72079072395724,151.5618790187676,-3.620402821979951e-07,-2.8884776661186605e-07,7.31925052122051e-08
round_79_client_6,base_model.model.model.layers.12.self_attn.q_proj_stats,4.967865943908691,4.972909450531006,38.04115408002726,37.96403080957054,75.72079072395724,151.72597561355502,-2.0945461187693581e-07,-1.9334927870318097e-07,1.6105294378121472e-08
round_79_client_6,base_model.model.model.layers.0.self_attn.q_proj_stats,4.949829578399658,4.961696147918701,37.86979119941063,37.688866324309316,75.72079072395724,151.27944824767718,-3.5189162872484303e-07,-3.5290105074636815e-07,-1.0094835545260139e-09
round_79_client_6,base_model.model.model.layers.31.self_attn.v_proj_stats,4.970920562744141,4.965758800506592,37.93183239976002,38.01073146417926,75.72079072395724,151.66335458789652,-1.6023523130570538e-07,-1.795617240674119e-07,-1.9326490061644108e-08
round_79_client_6,base_model.model.model.layers.26.self_attn.q_proj_stats,4.9810471534729,4.960932731628418,37.85813865538421,38.16575755564953,75.72079072395724,151.74468693499097,2.0084225127448008e-07,3.108871442236705e-07,1.1004487141974551e-07
round_79_client_6,base_model.model.model.layers.0.self_attn.v_proj_stats,4.946882247924805,4.967644691467285,37.9606492982532,37.64399670959643,75.72079072395724,151.32543673180686,-4.2302406200178666e-07,-5.177385021681857e-07,-9.471443100039779e-08
round_79_client_6,base_model.model.model.layers.3.self_attn.q_proj_stats,4.966663360595703,4.9726972579956055,38.0379077403148,37.94565294488433,75.72079072395724,151.70435140915637,2.3852201991303446e-08,-6.160820035461257e-08,-8.54603878508442e-08
round_79_client_6,base_model.model.model.layers.1.self_attn.q_proj_stats,4.951107978820801,4.960328102111816,37.84891105468575,37.70833676617805,75.72079072395724,151.27803854482104,3.007405950938846e-07,2.7650349686325627e-07,-2.4237052187459086e-08
round_79_client_6,base_model.model.model.layers.8.self_attn.q_proj_stats,4.977812767028809,4.956723690032959,37.79392537486812,38.11620864475962,75.72079072395724,151.63092474358496,4.21823898477669e-07,4.884919316339165e-07,6.666804850397056e-08
round_79_client_6,base_model.model.model.layers.19.self_attn.v_proj_stats,4.945831775665283,4.959968090057373,37.84341723674926,37.62801097405206,75.72079072395724,151.19221893475856,4.1601424527470954e-08,1.9791017798809208e-07,1.5630877413741474e-07
round_79_client_6,base_model.model.model.layers.2.self_attn.v_proj_stats,4.966319561004639,4.95357608795166,37.7459410712268,37.940399821208764,75.72079072395724,151.4071316163928,-4.790774710272672e-07,-3.0331826188501055e-07,1.757592309559186e-07
round_79_client_6,base_model.model.model.layers.20.self_attn.q_proj_stats,4.960362911224365,4.947927951812744,37.659913253513174,37.8494422661703,75.72079072395724,151.23014624364072,-1.6119075496590085e-07,-1.4583699631032232e-07,1.5353783595628556e-08
round_79_client_6,base_model.model.model.layers.14.self_attn.v_proj_stats,4.958724498748779,4.968018531799316,37.96636297408943,37.82444298364317,75.72079072395724,151.51159668168984,1.4725438290952297e-07,1.0071507198006202e-07,-4.6539358464769975e-08
round_79_client_6,base_model.model.model.layers.1.self_attn.v_proj_stats,4.972888469696045,4.9545159339904785,37.760265566481586,38.04083308745752,75.72079072395724,151.52188937789634,1.362318755582237e-07,1.3745099117556947e-07,1.219123220153051e-09
round_79_client_6,base_model.model.model.layers.5.self_attn.q_proj_stats,4.948860168457031,4.970656394958496,38.006691591151025,37.67410525691062,75.72079072395724,151.40158757201888,-2.2145181333144137e-07,-1.511427917932906e-07,7.030900732729606e-08
round_79_client_6,base_model.model.model.layers.14.self_attn.q_proj_stats,4.963323593139648,4.968814849853516,37.97853512003684,37.8946379922851,75.72079072395724,151.59396383627916,7.206018892702559e-08,1.0277380727785613e-07,3.0713645173818806e-08
round_79_client_6,base_model.model.model.layers.30.self_attn.q_proj_stats,4.965664863586426,4.981457710266113,38.17204934784007,37.93039730556691,75.72079072395724,151.82323737736422,-4.3672142169270955e-07,-3.0480325428072776e-07,1.3191814247193178e-07
round_79_client_6,base_model.model.model.layers.8.self_attn.v_proj_stats,4.96616268157959,4.954236030578613,37.755999184557034,37.93800288559961,75.72079072395724,151.41479279411388,-2.1856622822724603e-07,-2.8008371945276166e-07,-6.15174601747981e-08
round_79_client_6,base_model.model.model.layers.12.self_attn.v_proj_stats,4.962157249450684,4.954930305480957,37.76658199861829,37.876830175438286,75.72079072395724,151.36420289801382,8.7848150087666e-07,9.468768224962787e-07,6.83954162639111e-08
round_79_client_6,base_model.model.model.layers.16.self_attn.v_proj_stats,4.953977584838867,4.944835186004639,37.61284834407296,37.75206008171205,75.72079072395724,151.08569914974225,6.266716923164495e-08,1.324495013932392e-07,6.978231894549936e-08
round_79_client_6,base_model.model.model.layers.19.self_attn.q_proj_stats,4.949254989624023,4.954267978668213,37.75648613589593,37.68011679372654,75.72079072395724,151.1573936535797,-2.7943379166117666e-08,-3.0028291959638407e-08,-2.0848881376878124e-09
round_79_client_6,base_model.model.model.layers.28.self_attn.v_proj_stats,4.954140663146973,4.980964183807373,38.16448610662755,37.754545617148075,75.72079072395724,151.63982244773285,3.6313880968918966e-07,3.6028129962062395e-07,-2.85756676987603e-09
round_79_client_6,base_model.model.model.layers.21.self_attn.v_proj_stats,4.96622371673584,4.959529399871826,37.83672332208821,37.93893542297774,75.72079072395724,151.4964494690232,-1.8452649896971707e-07,-1.3100055561210412e-07,5.352593539953432e-08
round_79_client_6,base_model.model.model.layers.5.self_attn.v_proj_stats,4.97214937210083,4.975030422210693,38.073610499106,38.029526258817185,75.72079072395724,151.82392748188042,2.161933991828846e-07,2.3049275597486484e-07,1.4299342296908435e-08
round_79_client_6,base_model.model.model.layers.16.self_attn.q_proj_stats,4.955354690551758,4.955544948577881,37.77595222473069,37.77305161936387,75.72079072395724,151.2697945680518,2.665226475073723e-07,3.270846310954312e-07,6.056197584314304e-08
round_79_client_6,base_model.model.model.layers.17.self_attn.q_proj_stats,4.966341972351074,4.973503112792969,38.050237271993694,37.9407422467625,75.72079072395724,151.71177024271344,7.412666747086405e-08,5.8632834196714614e-08,-1.5493844358616117e-08
round_79_client_6,base_model.model.model.layers.31.self_attn.q_proj_stats,4.9622979164123535,4.970515727996826,38.00454048282411,37.87897766648696,75.72079072395724,151.6043088732683,-2.3375113755719212e-07,-2.589765442451153e-07,-2.5225444204579618e-08
round_79_client_6,base_model.model.model.layers.29.self_attn.v_proj_stats,4.973919868469238,4.971898555755615,38.02568961373946,38.056614393473026,75.72079072395724,151.80309473116972,-2.917249730671756e-08,-2.0545243842207128e-07,-1.7627999838509822e-07
round_79_client_6,base_model.model.model.layers.29.self_attn.q_proj_stats,4.95598840713501,4.965637683868408,37.929982080331236,37.78271346652778,75.72079072395724,151.43348627081625,5.601847874459054e-08,1.6022227796952393e-07,1.0420383020459667e-07
round_79_client_6,base_model.model.model.layers.27.self_attn.v_proj_stats,4.965599536895752,4.969244480133057,37.98510305809411,37.929399311904035,75.72079072395724,151.6352930939554,1.6639752686842257e-08,1.6562910474249292e-08,-7.682203317926905e-11
round_79_client_6,base_model.model.model.layers.4.self_attn.v_proj_stats,4.958722114562988,4.9744696617126465,38.06502804966081,37.82440661119382,75.72079072395724,151.61022538481188,1.415892398881624e-07,8.665065237778435e-08,-5.493862794025972e-08
round_79_client_6,base_model.model.model.layers.25.self_attn.v_proj_stats,4.957955360412598,4.954747200012207,37.763790782799084,37.81271013866234,75.72079072395724,151.29729164541865,1.748428246628464e-07,1.2103450927725134e-07,-5.380837507118485e-08
round_79_client_6,base_model.model.model.layers.15.self_attn.v_proj_stats,4.9510884284973145,4.979698181152344,38.14508817533649,37.70803897072315,75.72079072395724,151.57391787001688,-2.969105139527528e-07,-3.329604081159232e-07,-3.60498500384665e-08
round_79_client_6,base_model.model.model.layers.3.self_attn.v_proj_stats,4.940184593200684,4.95857048034668,37.82209335934065,37.542132221648274,75.72079072395724,151.08501630494615,1.3678535992767138e-07,1.8981437094112153e-07,5.30289845102061e-08
round_79_client_6,base_model.model.model.layers.6.self_attn.v_proj_stats,4.969454765319824,4.9622979164123535,37.87897766648696,37.988317982830495,75.72079072395724,151.58808637327468,-5.806418812426273e-07,-5.995306619865915e-07,-1.8888902246771978e-08
round_79_client_6,base_model.model.model.layers.24.self_attn.v_proj_stats,4.971144676208496,4.939487457275391,37.531537426269004,38.01415896161614,75.72079072395724,151.26648711184237,6.82396574802624e-08,1.578671670188214e-07,8.962748175633806e-08
round_79_client_6,base_model.model.model.layers.26.self_attn.v_proj_stats,4.95938777923584,4.977921485900879,38.117873631635895,37.83456247823293,75.72079072395724,151.67322683382605,-2.266886838242499e-07,-1.1654746380429515e-07,1.1014119575492032e-07
round_79_client_6,base_model.model.model.layers.7.self_attn.q_proj_stats,4.951118469238281,4.9646687507629395,37.915181149599185,37.70849655934594,75.72079072395724,151.34446843290237,2.3720271258298453e-07,1.1728346258621513e-07,-1.1991929575572157e-07
round_79_client_6,base_model.model.model.layers.17.self_attn.v_proj_stats,4.957230567932129,4.952268600463867,37.72601775459329,37.80165543455772,75.72079072395724,151.24846391310825,-2.629302002787881e-07,-2.989485481208476e-07,-3.601834606570264e-08
round_79_client_6,base_model.model.model.layers.25.self_attn.q_proj_stats,4.95296573638916,4.959319114685059,37.833514818575,37.73663996254175,75.72079072395724,151.29094550507398,4.7434298267035047e-07,5.307674242516214e-07,5.6424402856691815e-08
round_79_client_6,base_model.model.model.layers.23.self_attn.q_proj_stats,4.962905406951904,4.976807117462158,38.10080924003812,37.88825261510655,75.72079072395724,151.7098525791019,9.775746434570465e-08,8.007121905961867e-08,-1.7686208266809443e-08
round_79_client_6,base_model.model.model.layers.24.self_attn.q_proj_stats,4.964567184448242,4.958072185516357,37.81449213366192,37.91362984133546,75.72079072395724,151.44891269895462,7.589584072320577e-08,2.1850174007909117e-08,-5.404570103451078e-08
round_79_client_6,base_model.model.model.layers.28.self_attn.q_proj_stats,4.965022087097168,4.964146614074707,37.90720645195562,37.92057820165574,75.72079072395724,151.5485753775686,3.669920261017978e-07,2.3316329219369437e-07,-1.3382874463729877e-07
round_79_client_6,base_model.model.model.layers.15.self_attn.q_proj_stats,4.982301712036133,4.970621585845947,38.00615927732053,38.18498532295182,75.72079072395724,151.91193532422957,-3.956017735617934e-08,-1.1454298572743937e-07,-7.49827624701993e-08
round_79_client_6,base_model.model.model.layers.18.self_attn.v_proj_stats,4.9706573486328125,4.968471050262451,37.97327972070264,38.00670617514405,75.72079072395724,151.70077661980395,9.613004436914707e-08,1.1679963790811598e-07,2.0669565188313754e-08
round_79_client_6,base_model.model.model.layers.13.self_attn.v_proj_stats,4.943238735198975,4.9617600440979,37.870766571732155,37.5885654846362,75.72079072395724,151.18012278032558,1.4444285056924855e-07,1.2876331140887486e-07,-1.567956225301259e-08
round_79_client_6,base_model.model.model.layers.23.self_attn.v_proj_stats,4.972443103790283,4.9726972579956055,38.0379077403148,38.03401961012717,75.72079072395724,151.7927180743992,5.5192671766235435e-08,7.562857909704234e-08,2.0435904843907337e-08
round_79_client_6,base_model.model.model.layers.21.self_attn.q_proj_stats,4.968276500701904,4.961910247802734,37.873059474046144,37.97030595264873,75.72079072395724,151.5641561506521,4.052937896403819e-08,1.7754230434263717e-07,1.3701295884516184e-07
round_79_client_6,base_model.model.model.layers.10.self_attn.q_proj_stats,4.956932067871094,4.952742099761963,37.733232265090834,37.79710311181525,75.72079072395724,151.2511261008633,1.9382964921987877e-07,1.5761852736773108e-07,-3.6211127749652405e-08
